status;id;tgl_pengumuman;hasil_lelang;nama_satker;nama_paket;nama_pemenang;npwp_pemenang;nama_kabupaten;kd_kabupaten;nama_propinsi;skor_total;koordinat_longitude;koordinat_latitude;longitude_geser;latitude_geser;result__status;result__gambar;result__feedback;j_nama_kabupaten;j_nama_kabupaten_CAPS
;677312;07/03/2011;1055357600;Kantor Pusat Direktorat Jenderal Pajak;Pengadaan Jasa Sewa Jaringan Komunikasi Data Wilayah Jakarta Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2011;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;678747;09/12/2010;625984700;Badan Kebijakan Fiskal;Pengadaan Jasa Layanan Komunikasi Data untuk Badan Kebijakan Fiskal Tahun Anggaran 2011;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;678753;06/12/2010;696597000;Badan Pengawas Pasar Modal dan Lembaga Keuangan;Pengadaan Jasa Internet Service Provider Primer;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;8;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;446358;16/12/2013;169886640;Sekretariat Dewan Pertimbangan Presiden;pekerjaan langganan VPN-IP;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;7;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;564932;22/01/2013;413050000;Sekretariat Wakil Presiden RI;Provider Internet;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;7;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;568006;03/12/2012;221631000;Kementerian BUMN;Langganan Layanan Internet dan Collocation;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;7;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;640323;23/04/2012;341783750;Direktorat Informasi Kepabeanan Dan Cukai;Pengadaan Koneksi Internet Access di Lingkungan DJBC TA 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;6;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;649651;06/02/2012;423588000;Sekretariat Wakil Presiden RI;Provider Internet;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;6;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;627414;16/05/2012;66728200;Kantor Pelayanan Utama Bea Cukai Tipe A Tanjung Priok;PENGADAAN JASA INTERNET;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;5;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;653772;13/01/2012;88563200;PUSINFOWAS BPKP;"Pengadaan Sewa Jasa Koneksi Internet Kantor Pusat BPKP Tahun 2012&#xd;\n";PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Pusat (Kota);14748;DKI Jakarta;5;106.83508;-6.18123;106.83508;-6.18123;null;null;null;Jakarta Pusat;JAKARTA PUSAT
;93957;20/12/2016;5903173100;Badan Litbang Pertanian Kantor Pusat Jakarta;Jasa Komunikasi Data dan Informasi;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;20;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;94133;08/12/2016;5842731130;Panitia Lelang Umum BKPM;Sewa Jaringan Komunikasi Pendukung Layanan PTSP Nasional di Bidang Penanaman Modal T.A. 2017;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;20;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;234793;14/12/2015;11358072000;Kantor Pusat TVRI;Information and Communication Technology;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;20;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;234860;09/12/2015;5110204492;Biro Umum;Pengadaan Koneksi Internet dan Layanan Cloud LIPI Tahun 2016;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;20;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;238934;20/11/2015;5808128040;Panitia Lelang Umum BKPM;Sewa Jaringan Komunikasi Pendukung Layanan PTSP Nasional di Bidang Penanaman Modal T.A. 2016.;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;20;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;90749;13/01/2017;10883829000;KANTOR PUSAT TVRI;Sewa ICT;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;19;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;91333;26/01/2017;49350000000;-;Sewa Jaringan Komunikasi Sistem Keimigrasian (Saluran I);PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;19;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;94276;09/12/2016;4028124320;Sekretariat Utama;Sewa Rack Co-location beserta Perangkat Pendukungnya T.A. 2017;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;19;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;231087;07/01/2016;7622371856;Badan Litbang Pertanian Kantor Pusat Jakarta;Pengadaan Jasa Komunikasi Data dan Informasi;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;19;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;236289;11/12/2015;2842884000;Kantor Pusat TVRI;Sewa Transponder Siaran Content Contribution;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;19;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;237412;14/12/2015;4109410800;Sekretariat Utama;Pengadaan Sewa Rack Co-Location Beserta Perangkat Pendukung BKPM T.A. 2016;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;19;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;91001;13/01/2017;2603920000;KANTOR PUSAT TVRI;Sewa 1/4 Transponder Untuk Content Contribution (9 Mhz);PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;102530;26/10/2016;1704351650;Lembaga Sandi Negara;Pengadaan Sewa Bandwidth Gelaran Titik JKSN;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;367959;02/03/2015;5776563870;Panitia Lelang Umum BKPM;Sewa Jaringan Komunikasi Pendukung Layanan PTSP Nasional Di Bidang Penanaman Modal T.A. 2015;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;383654;15/01/2015;2607550000;Kantor Pusat TVRI;Sewa Transponder Siaran Content Contribution;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;383802;13/01/2015;8905479000;Kantor Pusat TVRI;Sewa Jaringan Information and Communication Technology;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;384099;16/01/2015;4813429632;Biro Umum;Pengadaan Koneksi Internet dan Layanan Cloud Server;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;443095;11/02/2014;3050089574;Biro Umum dan Perlengkapan;Pengadaan Jasa Koneksi Internet Sekunder, Sewa Jaringan, Data Point to Point, dan VPN Site LIPI Tahun 2014;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;443965;13/01/2014;10353110900;Kantor Pusat TVRI;Sewa Jaringan ICT LPP TVRI;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;446233;10/12/2013;2590845180;Sekretariat Balitfo;Pekerjaan Langganan Jaringan Komunikasi Data;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;557556;01/03/2013;32454309360;Kantor Pusat Badan Pertanahan Nasional RI;Pekerjaan Instalasi dan Langganan Bandwidth VPN IP dan Internet di BPN Pusat, Kanwil BPN, dan Kantor Pertanahan;PT. TELEKOMUNIKASI INDONESIA, tbk;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;565100;09/01/2013;10508778500;Kantor Pusat TVRI;Sewa Jaringan Information & Communication (ICT) LPP TVRI;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;18;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;66604;07/04/2017;1440871850;LEMBAGA SANDI NEGARA;Pengadaan Langganan Interkoneksi Data KPP Batam dan Pusat;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;17;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;69325;27/04/2017;3110182000;BALAI BESAR PELAKSANAAN JALAN NASIONAL V (JATENG, DIY, JATIM) DI SURABAYA;PENGADAAN SYSTEM INFORMASI PEMANTAUAN PELAKSANAAN KEGIATAN BBPJN VIII;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;17;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;110981;16/09/2016;9389600000;KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN;Pengelolaan Perangkat Jaringan Kemenko Kemaritiman ;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;17;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;230843;07/01/2016;2100293800;Komisi Pemilihan Umum;Pengadaan Sewa Layanan Virtual Private Network (VPN) KPU Tahun Anggaran 2016;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;17;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;444295;13/01/2014;2612390000;Kantor Pusat TVRI;Sewa Transponder Siaran Content Contribution LPP TVRI;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;17;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;547410;14/03/2013;4075229400;SEKRETARIAT UTAMA;Langganan Jaringan Internet dan VOIP;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;17;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;567133;07/01/2013;2495854900;Kantor Pusat TVRI;Sewa Transponder Siaran Content Contribution LPP TVRI;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;17;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;61677;07/04/2017;699380000;OP SDA BRANTAS;Pengembangan Pos Hidrologi dan Kualitas Air;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;16;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;77855;31/03/2017;1689939900;PUSAT DATA DAN TEKNOLOGI INFORMASI ;Pengadaan Sewa Jaringan VPN di Lingkungan Kementerian Hukum dan HAM RI Tahun Anggaran 2017;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;16;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;91240;24/01/2017;6118829700;DIREKTORAT JENDERAL ADMINISTRASI HUKUM UMUM;Sewa Interkoneksi AHU-Kanwil-BHP;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;16;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;251439;06/10/2015;279134900;Komisi Pemilihan Umum;Pengadaan Virtual Private Network (VPN) KPU Tahun 2015;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;16;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;428333;24/03/2014;34478653000;Kantor Pusat Badan Pertanahan Nasional RI;Pengadaan Instalasi dan Langganan Bandwith VPN IP dan Internet di BPN;PT. Telekomunikasi Indonesia, Tbk;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;16;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;444455;29/01/2014;4059538340;SEKRETARIAT UTAMA;Jasa Jaringan Internet;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;16;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;567752;18/12/2012;798007100;Sekretariat Kabinet;Pengadaan Jasa Layanan Internet;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;16;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;65549;12/04/2017;419523720;SEKRETARIAT DEWAN JAMINAN SOSIAL NASIONAL (DJSN);Belanja Sewa Cloud Pasca Sismonev JKN;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;15;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;79858;16/03/2017;253077000;PUSAT DATA DAN INFORMASI;Collocation DRC;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;15;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;496880;30/07/2013;875600000;Kantor Pusat TVRI;Sewa Transponder Siaran LPP TVRI Maluku;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;15;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;568720;05/12/2012;2449933200;Sekretariat Balitfo;Langganan Jaringan Komunikasi Data;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;15;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;589234;19/09/2012;519090000;Teknologi Informatika dan Kerjasama Teknik;Sewa Transponder Siaran LPP TVRI Stasiun Maluku;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;15;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;635089;09/05/2012;18477619820;Kantor Pusat Badan Pertanahan Nasional RI;Pekerjaan Instalasi dan Langganan Bandwidth VPN IP dan Internet di BPN Pusat, Kanwil, kantor Pertanahan dan mobil Larasita;PT. TELEKOMUNIKASI INDONESIA, tbk;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;15;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;677845;16/03/2011;20788489920;Kantor Pusat Badan Pertanahan Nasional RI;INSTALASI DAN LANGGANAN BANDWITH VPN IP DAN INTERNET DI BPN PUSAT, KANWIL, KANTAH DAN MOBIL LARASITA;PT. Telekomunikasi Indonesia, Tbk;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;15;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;75859;31/03/2017;5698146531;KATALOG LKPP;Penyewaan Jasa Call Center Paket 7;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;75875;31/03/2017;6185281872;KATALOG LKPP;Penyewaan Jasa Call Center Paket 2;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;77695;31/03/2017;8287035130;KATALOG LKPP;Penyewaan Jasa Call Center Paket 12;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;77790;31/03/2017;7736719441;KATALOG LKPP;Penyewaan Jasa Call Center Paket 11;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;78895;31/03/2017;8037347890;KATALOG LKPP;Penyewaan Jasa Call Center Paket 1;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;81164;31/03/2017;6133509822;KATALOG LKPP;Penyewaan Jasa Call Center Paket 9;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;81268;31/03/2017;6793672369;KATALOG LKPP;Penyewaan Jasa Call Center Paket 6;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;447264;12/12/2013;4953322000;Panitia Lelang Umum BKPM;Sewa Bandwidth Jaringan Telekomunikasi Termasuk Rack Co-Location Perangkat Pendukung BKPM T.A. 2014;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;14;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;652240;15/02/2012;1955536000;Sekretariat Balitfo;Langganan Layanan Jaringan Komunikasi Data;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;13;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;564453;10/01/2013;4158650300;Panitia Lelang Umum BKPM;Pengadaan Sewa Bandwidth Jaringan Telekomunikasi dan Perangkat Pendukung BKPM T.A. 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;12;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;600109;05/07/2012;661749000;Selain Setama dan Promosi;Pengadaan Pekerjaan Interkoneksi Database Realisasi Investasi T.A. 2012;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;12;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;554016;20/03/2013;714810800;Lembaga Sandi Negara;PENGADAAN LANGGANAN INTERNET LEMSANEG;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;11;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;568433;12/12/2012;1302282960;Biro Kerjasama dan Hubungan Masyarakat;Pengadaan Jasa Langganan Sewa Internet Tahun 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;11;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;549903;15/03/2013;656197190;Komisi Pemilihan Umum;Pengadaan Jasa Sewa IP Transit/Internet Primary Komisi Pemilihan Umum Tahun 2013;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;8;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;571101;23/11/2012;897370100;Sekretariat Kementerian Koordinator Bidang Perekonomian;Langganan Internet Tahun 2013;PT. Telekomunikasi Indonesia, Tbk;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;8;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;564298;03/01/2013;94446000;Unit Layanan Pengadaan Kementerian Perindustrian 2013;Langganan Jasa Jaringan Internet LPSE 2 (Back Up);PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;7;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;655001;23/12/2011;200470000;Unit Layanan Pengadaan Kementerian Perindustrian 2012;Langganan Jasa Jaringan Internet LPSE;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jakarta Selatan (Kota);14752;DKI Jakarta;7;106.81;-6.27255;106.81;-6.27255;null;null;null;Jakarta Selatan;JAKARTA SELATAN
;24222;28/07/2017;595035000;DINAS KOMUNIKASI DAN INFORMATIKA;Pembangunan Jaringan Fiber Optic SKPD;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Tanjung Jabung Timur (Kab.);14713;Jambi;15;103.96735;-1.21982;103.96735;-1.21982;null;null;null;Tanjung Jabung Timur;TANJUNG JABUNG TIMUR
;238902;03/11/2015;1337804710;Universitas Jambi;Peningkatan Bandwidth Internet Univeristas Jambi;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Muaro Jambi (Kab.);14714;Jambi;16;103.74518;-1.60919;103.74518;-1.60919;null;null;null;Muaro Jambi;MUARO JAMBI
;76131;14/03/2017;2600000000;DINAS KOMUNIKASI DAN INFORMATIKA;Belanja Sewa Transponder;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jambi (Kota);14707;Jambi;18;103.60022;-1.617;103.60022;-1.617;null;null;null;Jambi;JAMBI
;221575;05/02/2016;2607645000;Dinas Komunikasi dan Informatika Provinsi Jambi;BELANJA SEWA TRANSPONDER;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jambi (Kota);14707;Jambi;18;103.60022;-1.617;103.60022;-1.617;null;null;null;Jambi;JAMBI
;382928;26/01/2015;2684000000;Dinas Komunikasi dan Informatika Provinsi Jambi;BELANJA SEWA TRANSPONDER;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jambi (Kota);14707;Jambi;17;103.60022;-1.617;103.60022;-1.617;null;null;null;Jambi;JAMBI
;440610;24/02/2014;2685000000;KPDE Provinsi Jambi;BELANJA SEWA TRANSPONDER;PT. Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Jambi (Kota);14707;Jambi;17;103.60022;-1.617;103.60022;-1.617;null;null;null;Jambi;JAMBI
;383460;21/01/2015;5815638500;Dinas Komunikasi dan Infomatika Provinsi Jawa Barat;Pengadaan Jaringan Komunikasi Pendukungan Administrasi Perkantoran Internal dan Eksternal Dinas Kominfo;PT Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Bandung (Kota);14765;Jawa Barat;19;107.61309;-7.08417;107.61309;-7.08417;null;null;null;Bandung;BANDUNG
;561730;21/02/2013;6168000000;Dinas Komunikasi dan Infomatika Provinsi Jawa Barat;Pengadaan Jaringan Komunikasi Pendukungan Administrasi Perkantoran Internal dan Ekesternal Dinas Kominfo;PT Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Bandung (Kota);14765;Jawa Barat;19;107.61309;-7.08417;107.61309;-7.08417;null;null;null;Bandung;BANDUNG
;568441;04/12/2012;2950754400;UNIVERSITAS PENDIDIKAN INDONESIA;Penyedia Jasa Peningkatan Kapasitas Information and Communication Technology (ICT) Melalui Peningkatan Kapasitas Bandwidth Internet untuk keperluan UPI Tahun Anggaran 2013;PT Telekomunikasi Indonesia, Tbk.;01.000.013.1-093.000;Bandung (Kota);14765;Jawa Barat;19;107.61309;-7.08417;107.61309;-7.08417;null;null;null;Bandung;BANDUNG
